WBSID,Nhóm,Thể Loại,Chiểu Sâu,Phiên Bản,Outline,Sort Helper,Title (WBS),STT,Level 1,Level 2,Level 3,"STT
Hoa Nghiêm","STT
Thủ Nhãn","STT
Tứ Liên Hoa","STT
Ngũ Tự","STT
Lục Tý","STT
10 Pháp Bảo","STT
Bảo Loa","STT
6-2-6-2","STT
Advanced","STT
GALAMI1","STT
GALAMI2","STT-GALAMI
","STT
LHBDT",A.3/3/3,A.4/3/3,A.5/3/3,A.5/5/5,A.Thường Trụ Bất Biến,A.Lục Tý,A.Ending,A.LHBDT,A.6/2/6/2,Nhó,C1 Tên CTT,C5 Thủ Nhãn-Tên,C2 Tên Dài CTT,C3 Giảng Giải CTT,C4 Siddham Code,C4 Siddham Unicode,C4 CTT-Image,C5 Dharma Object Name,C6 Pháp Bảo-Image,A1 Sự,A2 Lý,A3 Khai Dẫn,A4 Hành,A4 Hành A,A4 Hành B,A5 Trung Dẫn,A6 Chú Khởi Động,A8 Lời Khẳng Định,A9 Kết Dẫn,B1 Ritual,B2 Meaning,B3 Opening Instruction,B4 Action A,B4 Action B,B6 Activator,B7 Closing Íntruction,B8 Confirmation Statement,C4 CTT Link,C4 CTT-URL,C6 Pháp Bảo Link,C6 Pháp Bảo-URL,D1 Audio Link,D2 Video Bài Giảng,D3 Bài Giảng
42.36,42,36,0,0,2,42.36.00.00,        42.36 - Tu Nguyện Thành Tựu,B175,A,A,1,E36,E29,,,,,,,E37,E41,,E41,,,,,,,,,,,36,ṆA (NNA),Sổ Châu,"Quán Sát Tự Luân, <br>
Hữu Vô Tận Chư Ức Tự","nghĩa là quán sát mỗi chủng tử tự, biết có vô tận chủng tử tự khác.",𑖜 - siddham letter nna (u+1159C) copy and paste - Unicode® symbol,𑖜,,Jewel Beads,,Tu Nguyện Thành Tựu,,"Cầm Sổ Châu bằng 2 tay.  Mẫu châu ở giữa, với 2 hạt châu mỗi bên.",,"Fô La Shơ Li (5x) <br>
Na Mô La Đa Nang, <br>
Đa La Dê Dê, <br>
Om, Ơ Nô Pơ Đi, <br>
Quay Rơ Di, Si Đi Si Tô Li Ti, <br>
Sô Pô Hô (5x)","Fo La She Li (5x) <br>
Namo La Da Nang <br>
Da La Ye Ye <br>
Om, E No Pe Di <br>
Wei Re Yi Syi Di Syi, To Li Ti <br>
So Po He (5x)",,"Om, Suksma Vajra (3x)",Nguyện thành tựu tâm thức Vô Lậu,Nguyện thành tựu Nhất Thiết Chủng Trí. ,,,"Holding the Jewel Beads with 2 hands.  The mother bead is in the middle, siding with 2 beads per side.",,,"Om, Suksma Vajra (3x)",,I vow to realize the wisdom of all Siddham,https://drive.google.com/file/d/1r8WBDaQI23S6d6DwGP_V59q0068Z_b8F/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1r8WBDaQI23S6d6DwGP_V59q0068Z_b8F,https://drive.google.com/file/d/1KBJikRh-aQhiCpqU-YsOfsPpvqlevCKK/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1KBJikRh-aQhiCpqU-YsOfsPpvqlevCKK,,,
42.36.4,42,36,4,0,3,42.36.04.00,            42.36.4 - Tu Liên Hoa Bồ Đề Tâm,A045,L,A,5,,,,,,,,,X05,,,,,,,,,X04,,,,B4,36,ṆA (NNA),Sổ Châu,"Quán Sát Tự Luân, <br>
Hữu Vô Tận Chư Ức Tự","nghĩa là quán sát mỗi chủng tử tự, biết có vô tận chủng tử tự khác.",𑖜 - siddham letter nna (u+1159C) copy and paste - Unicode® symbol,𑖜,,Jewel Beads,,Tu Liên Hoa Bồ Đề Tâm,,"Quán tưởng CTT ṆA 𑖜, ngang tầm tâm luân, phía sau CTT RA",,"Fô La Shơ Li<br>
Na Mô La Đa Nang, <br>
Đa La Dê Dê, <br>
Om, Ơ Nô Pơ Đi, <br>
Quay Rơ Di, Si Đi Si Tô Li Ti, <br>
Sô Pô Hô","Fo La She Li
Namo La Da Nang
Da La Ye Ye
Om, E No Pe Di
Wei Re Yi Syi Di Syi, To Li Ti
So Po He",,,,,,,,,,,,,https://drive.google.com/file/d/1r8WBDaQI23S6d6DwGP_V59q0068Z_b8F/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1r8WBDaQI23S6d6DwGP_V59q0068Z_b8F,https://drive.google.com/file/d/1KBJikRh-aQhiCpqU-YsOfsPpvqlevCKK/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1KBJikRh-aQhiCpqU-YsOfsPpvqlevCKK,,,
42.37,42,37,0,0,2,42.37.00.00,        42.37 - Tu Nguyện Thành Tựu,B176,A,A,0,E37,E38,,,,,,,F03,,,,,,,,,,,,,,37,PHA,Bất Thoái Luân,Hóa Chúng Sinh Cứu Cánh Xứ,nghĩa là cảnh giới çứu cánh của việc hóa độ chúng sinh.,𑖣 - siddham letter pha (u+115A3) copy and paste - Unicode® symbol,𑖣,,Non-retreating Dharma Wheel,,Tu Nguyện Thành Tựu,,"Ấn chuyển Pháp Luân:
2 bàn tay thẳng góc. Tạo ra 2 vòng tròn: Tay phải để ra trước mặt,làm vòng tròn. Tay trái nằm ngang ở dưới cũng làm vòng tròn, 2 vòng tròn chạm nhau.
",,"Pu Ti Dê (5x) <br>
Om, Shơ Nô Mi Đô, <br>
Sô Pô Hô (5x)","Pu Ti Ye (5x) <br>
Om, She No Mi Dzo <br>
So Po He (5x)",,"Om, Suksma Vajra (3x)",Nguyện chuyển Vô tận Chính Pháp Luân tới tận cùng vị lai kiếp tế và thành tựu Pháp Thập Thông,,,,,,,"Om, Suksma Vajra (3x)",,I vow to turn the Non-retreating Dharma Wheel life after life until the end of future time and accomplish 10 Penetrations.,https://drive.google.com/file/d/1OIQw8tZwA87YAZ9OJNhc6-LE7MbK8YYm/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1OIQw8tZwA87YAZ9OJNhc6-LE7MbK8YYm,https://drive.google.com/file/d/1tgYRUBkpjjc7EdAheqBuNfRVY5gXbSxA/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1tgYRUBkpjjc7EdAheqBuNfRVY5gXbSxA,,,
42.38,42,38,0,0,2,42.38.00.00,        42.38 - Tu Nguyện Thành Tựu,B177,A,A,1,E38,E37,,,,,,,F02,,,,,,,,,,,,,,38,SKA,Bảo Kinh,"Quảng Đại Tạng Vô Ngại Biện, <br>
Quang Minh Luân Biến Chiếu","nghĩa là biện tài vô ngại từ kho tàng (trí huệ) rộng lớn, chiếu tỏa quang minh khắp mọi phạm trù.",,𑖭𑖿𑖎,,Precious Sutra,,Tu Nguyện Thành Tựu,,,,"Si Tô Dê, Sô Pô Hô <br>
Mô Hô Si Tô Dê, Sô Pô Hô (5x) <br>
Om, Ơ Hơ La Sa La Qua Ni, <br>
Ni Dê Tô La, Bu Ni Đi, <br>
Sô Pô Hô (5x)","Syi To Ye, So Po He. <br>
Mo He Syi To Ye, So Po He (5x) <br>
Om, E He La Sa La Wa Ni, <br>
Ni Ye To La, Bu Ni Di, <br>
So Po He (5x)",,"Om, Suksma Vajra (3x)","- Nguyện thâm nhập vào Dalani bí mật tạng của tất cả chư Phật, chư bồ tát và làm cho tất cả chúng sinh Thâm nhập kinh tạng, Trí huệ như hải, <br>
-  Và nguyện thành tựu Pháp Thập Định, <br>
-  Nguyện thành tựu Vô lượng Trí Tuệ Phương Tiện, đọc, nhớ và hiểu tất cả kinh điển Đại thừa, tất cả lời Phật thuyết, tất cả chân lý <br>
-  Thành tựu tất cả Vô Ngại Biện Tài, Pháp vô ngại biện, Nghĩa vô ngại biện, Từ vô ngại biện và Nhạo thuyết vô ngại biện; (do vậy) diễn giảng lại (ý nghĩa nhiệm mầu sâu xa) cho chúng sinh.",,,,,,,"Om, Suksma Vajra (3x)",,"- I vow enter into the hidden dharani treasury of all Buddhas and bodhisattas, and thus cause all living beings to enter into the Sutra Treasury and expand their wisdom to as vast as the sea.
- I vow to realize the dharma of Ten Samadhi.",https://drive.google.com/file/d/1kA2pY5GNCaMc_GAs1fqxgyeDc2K2prll/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1kA2pY5GNCaMc_GAs1fqxgyeDc2K2prll,https://drive.google.com/file/d/1h09LU83SdAN1wuNpdCd0J7SxLRqGRbAj/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1h09LU83SdAN1wuNpdCd0J7SxLRqGRbAj,,,
42.39,42,39,0,0,2,42.39.00.00,        42.39 - Tu Nguyện Thành Tựu,B178,A,A,1,E39,E39,,,,,,,E38,E42,E10,E42,,,,,,,,,,,39,YSA,Thiên Diệp Bảo Liên,"Tuyên Thuyết Nhất Thiết <br>
Phật Pháp Cảnh Giới ",nghĩa là tuyên thuyết tất cả cảnh giới của Phật pháp.,,𑖧𑖿𑖭,,Transformation Buddha Atop The Crown,,Tu Nguyện Thành Tựu,,"Ấn Thiên Diệp Bảo Liên;
2 bàn tay chụm lại, 2 ngón cái và 2 ngón út chạm nhau.
Đưa 2 tay TDBL lên đầu xả ấn và đọc chú LN 29 câu +tâm chú LN x3

Hình dung Liên hoa ngàn cánh nhỏ nơi tay và chủng tử YSA .
",,"Pu Tô Dê (5x) <br>
Om, Qua Zư Li Ni, <br>
Qua Zư Lan Di, <br>
Sô Pô Hô (5x)","Pu To Ye (5x) <br>
Om, Wa Dz Li Ni, <br>
Wa Dz Lan Yi, <br>
So Po He (5x) ",,"Om, Suksma Vajra (3x)","Nguyện thành tựu Thiên Diệp Bảo Liên, <br>

Phật thành Quang Minh thấm thấu vào tâm thức của mọi chúng sinh, <br>
Nguyện thể nhập Chủ Bạn Nghiêm Lệ Tam Muội, và <br>
Thành tựu Pháp Thập Nhẫn.
",,Đỉnh Thượng Hóa Phật,,"Two hands form the lotus with the thumbs and little fingers touching
When forming the 2 hands, visualize the small Thousand-petal lotus and syllable YSA.",,,"Om, Suksma Vajra (3x)",,Vow to realize The Thousand Petal Lotus.,https://drive.google.com/file/d/1YWr5lEm-gATmvemYVGFZhTKkTqQ_vznI/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1YWr5lEm-gATmvemYVGFZhTKkTqQ_vznI,https://drive.google.com/file/d/1EzxuLQcx1o7-t0-YPvVE_ltmiNe_3Abr/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1EzxuLQcx1o7-t0-YPvVE_ltmiNe_3Abr,,,
42.39.4,42,39,4,0,3,42.39.04.00,            42.39.4 - Tu Liên Hoa Bồ Đề Tâm,A062,L,A,22,,,,,,,,,X22,,,,,,,,,,,,,G3,39,YSA,Đỉnh Thượng Hóa Phật,"Tuyên Thuyết Nhất Thiết <br>
Phật Pháp Cảnh Giới ",nghĩa là tuyên thuyết tất cả cảnh giới của Phật pháp.,,𑖧𑖿𑖭,,Transformation Buddha Atop The Crown,,Tu Liên Hoa Bồ Đề Tâm,,Quán tưởng CTT YSA 𑖧𑖿𑖭 ở phía trên đỉnh đầu 1 sải tay,,"Pu Tô Dê<br>
Om, Qua Zư Li Ni, <br>
Qua Zư Lan Di, <br>
Sô Pô Hô","Pu To Ye
Om, Wa Dz Li Ni,
Wa Dz Lan Yi,
So Po He",,,,,,,,,,,,,https://drive.google.com/file/d/1YWr5lEm-gATmvemYVGFZhTKkTqQ_vznI/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1YWr5lEm-gATmvemYVGFZhTKkTqQ_vznI,https://drive.google.com/file/d/1EzxuLQcx1o7-t0-YPvVE_ltmiNe_3Abr/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1EzxuLQcx1o7-t0-YPvVE_ltmiNe_3Abr,,,
42.40,42,40,0,0,2,42.40.00.00,        42.40 - Nguyện thành tựu chuyển hóa vật thể thành Pháp Bảo,B179,A,A,1,E40,E27,,,,Y01,E01,,F04,E44,E11,E44,,,,,,,,,,,40,ŚCA (SHCA),Bảo Loa,"Ư Nhất Thiết Chúng Sinh Giới, <br>
Pháp Lôi Biến Hấu",nghĩa là rống lên lời pháp như sấm sét khắp mọi cõi chúng sinh.,,𑖫𑖿𑖓,,Conch Shell,,Nguyện thành tựu chuyển hóa vật thể thành Pháp Bảo,Làm cho chúng sinh đoàn kết với nhau. Chuyển hóa tánh xấu thành ra tánh tốt. Không ngừng cải thiện chính mình.  Làm thức tỉnh những điều tốt lành ở dưới tiềm thức và đem những điều này lên trên.,"Cầm Bảo Loa trên tay phải, miệng Bảo Loa hướng vào trong, ngang tâm oa.",,"Chu Lu Chu Lu (5x) <br>
Om, Shang Chê Li, <br>
Mô Hô San Man Den, <br>
Sô Pô Hô (5x)","Jyu Lu Jyu Lu (5x) <br>
Om, Shang Jye Li <br>
Mo He San Man Yen <br>
So Po He (5x)",,"Om, Suksma Vajra (3x)","Nguyện thành tựu Đại Hỷ Lực để chuyển hóa 5 thứ phiền não: <br>
 <br>
1. Lòng buồn rầu, sầu khổ <br>
2. Vết thương lòng <br>
3. Thói chấp kẹt vào quá khứ <br>
4. Tánh âu lo, trầm cảm <br>
5. Lòng sợ hãi mất vui <br>
 <br>
Do vậy đem Thiền Duyệt và Pháp Lạc tới mọi thời, mọi chốn. <br>
Con nguyện thành tựu Tứ Nhiếp Nhiếp Sinh Tam Muội.",,,,Holding the Conch Shell,,,"Om, Suksma Vajra (3x)","Xin sức mạnh của pháp Bảo loa này đem lại niềm vui và lành trị tất cả những người đang có tâm bệnh, nỗi buồn và đau khổ trong tâm.<br> 
Con xin thành tâm khẩn cầu Đức Đại Từ Đại Bi Quán Thế Âm Bồ Tát ban bố cho con sứ mạng, sức mạnh và khả năng để con chuyển hoá 5 việc:<br><br>
1- phiền muộn, những nỗi buồn khổ<br>
2- những vết thương lòng<br>
3- những chấn động làm kẹt trong quá khứ<br>
4- những thói tánh, tập khí đã trở thành điểm mù (schema)<br>
5- những nỗi bất an hoặc thiếu vắng niềm vui. <br><br>
do đó thành tựu thiền duyệt và pháp lạc ở mọi thời, mọi chốn; và nguyện thành tựu Tứ Nhiếp Nhiếp Sinh tam muội.<br>

Tôi là cái lò luyện kim tâm linh, chuyển hóa bóng tối thành ánh sáng","I vow to realize the Power of Great Joy to resolve the 5 kinds of afflictions:
1. All the griefs, sorrows, sadness and suffering
2. All the emotion wounds / schemas
3. All the attachment to the past
4. All the worries and depression
5. All the fears that lead to the deprivation of joy and happiness
And thus, accomplish the dharma joy, and dyana bliss at all times and in all spaces; and realize the Four Kinds of Gathering Dharma (Samadhis).",https://drive.google.com/file/d/1qSlK8RtuCvv5ZkKo13I_QDpr2WqbKNFT/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1qSlK8RtuCvv5ZkKo13I_QDpr2WqbKNFT,https://drive.google.com/file/d/1yO0-bHg9EGP7Eo5jpnXLy6vec4-HK7Wj/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1yO0-bHg9EGP7Eo5jpnXLy6vec4-HK7Wj,,,
42.40,42,40,0,0,2,42.40.00.00,        42.40 - Tu bản thể Pháp Bảo,B180,A,A,2,,,,,,Y02,E02,,F08,,,,,,,,,,,,,,40,ŚCA (SHCA),Bảo Loa,"Ư Nhất Thiết Chúng Sinh Giới, <br>
Pháp Lôi Biến Hấu",nghĩa là rống lên lời pháp như sấm sét khắp mọi cõi chúng sinh.,,𑖫𑖿𑖓,,Conch Shell,,Tu bản thể Pháp Bảo,Làm cho chúng sinh đoàn kết với nhau. Chuyển hóa tánh xấu thành ra tánh tốt. Không ngừng cải thiện chính mình.  Làm thức tỉnh những điều tốt lành ở dưới tiềm thức và đem những điều này lên trên.,"Cầm Bảo Loa trên tay phải, miệng Bảo Loa hướng vào trong, ngang tâm oa.<br>
Quán Chủng Tử Tự ŚCA ở ngay miệng Pháp Bảo.",,"Chu Lu Chu Lu <br>
Om, Shang Chê Li, <br>
Mô Hô San Man Den, <br>
Sô Pô Hô (108x)","Jyu Lu Jyu Lu <br>
Om, Shang Jye Li <br>
Mo He San Man Yen <br>
So Po He (108x)",,"Om, Suksma Vajra (3x)",,,,,Focus on ŚCA,,,"Om, Suksma Vajra (3x)",,,https://drive.google.com/file/d/1qSlK8RtuCvv5ZkKo13I_QDpr2WqbKNFT/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1qSlK8RtuCvv5ZkKo13I_QDpr2WqbKNFT,https://drive.google.com/file/d/1yO0-bHg9EGP7Eo5jpnXLy6vec4-HK7Wj/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1yO0-bHg9EGP7Eo5jpnXLy6vec4-HK7Wj,,,
42.40,42,40,0,0,2,42.40.00.00,        42.40 - Tu tác dụng của Pháp Bảo,B181,A,A,3,,,,,,Y03,E03,,,,,,,,,,,,,,,,40,ŚCA (SHCA),Bảo Loa,"Ư Nhất Thiết Chúng Sinh Giới, <br>
Pháp Lôi Biến Hấu",nghĩa là rống lên lời pháp như sấm sét khắp mọi cõi chúng sinh.,,𑖫𑖿𑖓,,Conch Shell,,Tu tác dụng của Pháp Bảo,Làm cho chúng sinh đoàn kết với nhau. Chuyển hóa tánh xấu thành ra tánh tốt. Không ngừng cải thiện chính mình.  Làm thức tỉnh những điều tốt lành ở dưới tiềm thức và đem những điều này lên trên.,"Cầm Bảo Loa trên tay phải, miệng Bảo Loa hướng vào trong, ngang tâm oa.<br>
Quán Chủng Tử Tự ŚCA ở ngay miệng Pháp Bảo, thu hút bóng tối bên dưới vào miệng Pháp Bảo, chuyển hóa theo vòng xoán trôn, và phát ánh sáng quang mình từ phía trên Pháp Bảo.
",,"Chu Lu Chu Lu <br>
Om, Shang Chê Li, <br>
Mô Hô San Man Den, <br>
Sô Pô Hô (108x)","Jyu Lu Jyu Lu <br>
Om, Shang Jye Li <br>
Mo He San Man Yen <br>
So Po He (108x)",,"Om, Suksma Vajra (3x)",,,,,Visualize the darkness becomes into the light.,,,"Om, Suksma Vajra (3x)",,,https://drive.google.com/file/d/1qSlK8RtuCvv5ZkKo13I_QDpr2WqbKNFT/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1qSlK8RtuCvv5ZkKo13I_QDpr2WqbKNFT,https://drive.google.com/file/d/1yO0-bHg9EGP7Eo5jpnXLy6vec4-HK7Wj/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1yO0-bHg9EGP7Eo5jpnXLy6vec4-HK7Wj,,,
42.40,42,40,0,0,2,42.40.00.00,        42.40 - Nguyện thành tựu chuyển hóa Pháp Bảo thành Tâm Bảo (tác dụng),B182,A,B,1,,,,,,Y04,E04,,,,,,,,,,,,,,,,40,ŚCA (SHCA),Bảo Loa,"Ư Nhất Thiết Chúng Sinh Giới, <br>
Pháp Lôi Biến Hấu",nghĩa là rống lên lời pháp như sấm sét khắp mọi cõi chúng sinh.,,𑖫𑖿𑖓,,Conch Shell,,Nguyện thành tựu chuyển hóa Pháp Bảo thành Tâm Bảo (tác dụng),"Biến tâm thức Vị Ngã thành tâm thức Vị Tha.  Biến phiền não, u tối thành sự sáng suốt, trí huệ. Hình tướng của Bảo Loa là thông, có đầu vô và có đầu ra, do đó khi tu Bảo Loa ta sẽ không còn tích chứa những tư tưởng đen tối như trả đũa, trả thù (vì tức giận, thù hằn), những cảm xúc buồn khổ, lo lắng, sợ hãi nữa.  Giúp ta trở thành sức mạnh để chuyển hóa những người đầy đau khổ, phiền muộn, tối tăm, khiến họ thức tỉnh tánh tốt sẵn có, phát huy thiện căn và chuyển hóa những bóng tối trong nội tâm họ.","Cầm Bảo Loa trên tay phải, miệng Bảo Loa hướng vào trong, ngang tâm oa.",,"Chu Lu Chu Lu (5x) <br>
Om, Shang Chê Li, <br>
Mô Hô San Man Den, <br>
Sô Pô Hô (5x)","Jyu Lu Jyu Lu (5x) <br>
Om, Shang Jye Li <br>
Mo He San Man Yen <br>
So Po He (5x)",,"Om, Tistha Vajra (3x)","Xin đức Quan Thế Âm bồ tát gia trì cho chúng con để cái thân của con thành trung tâm chuyển hóa, chuyển hóa bóng tối thành ánh sáng, chuyển hóa phiền não thành bồ đề và chuyển hóa tất cả tập khí thói xấu, thói quen xấu thành quang minh vô lậu.",,,,Holding the Conch Shell,,,"Om, Tistha Vajra (3x)",,"May Kuan Shr Yin bodhisattva empower this body become into the center of transformation so that I can transform the darkness into the light, transform the afflictions into bodhi, transform the bad habit energy into the light of non-outflow.",https://drive.google.com/file/d/1qSlK8RtuCvv5ZkKo13I_QDpr2WqbKNFT/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1qSlK8RtuCvv5ZkKo13I_QDpr2WqbKNFT,https://drive.google.com/file/d/1yO0-bHg9EGP7Eo5jpnXLy6vec4-HK7Wj/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1yO0-bHg9EGP7Eo5jpnXLy6vec4-HK7Wj,,,
42.40,42,40,0,0,2,42.40.00.00,        42.40 - Tu bản thể Tâm Bảo trên thân,B183,A,B,2,,,,,,Y05,E05,,,,,,,,,,,,,,,,40,ŚCA (SHCA),Bảo Loa,"Ư Nhất Thiết Chúng Sinh Giới, <br>
Pháp Lôi Biến Hấu",nghĩa là rống lên lời pháp như sấm sét khắp mọi cõi chúng sinh.,,𑖫𑖿𑖓,,Conch Shell,,Tu bản thể Tâm Bảo trên thân,"Biến tâm thức Vị Ngã thành tâm thức Vị Tha.  Biến phiền não, u tối thành sự sáng suốt, trí huệ. Hình tướng của Bảo Loa là thông, có đầu vô và có đầu ra, do đó khi tu Bảo Loa ta sẽ không còn tích chứa những tư tưởng đen tối như trả đũa, trả thù (vì tức giận, thù hằn), những cảm xúc buồn khổ, lo lắng, sợ hãi nữa.  Giúp ta trở thành sức mạnh để chuyển hóa những người đầy đau khổ, phiền muộn, tối tăm, khiến họ thức tỉnh tánh tốt sẵn có, phát huy thiện căn và chuyển hóa những bóng tối trong nội tâm họ.",Không cần Pháp Bảo nữa. Trì chú thành tiếng.  Quán Chủng Tử Tự ŚCA ở tâm oa.,,"Chu Lu Chu Lu <br>
Om, Shang Chê Li, <br>
Mô Hô San Man Den, <br>
Sô Pô Hô (108x)","Jyu Lu Jyu Lu (5x) <br>
Om, Shang Jye Li <br>
Mo He San Man Yen <br>
So Po He (108x)",,"Om, Tistha Vajra (3x)",,,,,Holding the Conch Shell,,,"Om, Tistha Vajra (3x)",,,https://drive.google.com/file/d/1qSlK8RtuCvv5ZkKo13I_QDpr2WqbKNFT/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1qSlK8RtuCvv5ZkKo13I_QDpr2WqbKNFT,https://drive.google.com/file/d/1yO0-bHg9EGP7Eo5jpnXLy6vec4-HK7Wj/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1yO0-bHg9EGP7Eo5jpnXLy6vec4-HK7Wj,,,
42.40,42,40,0,0,2,42.40.00.00,        42.40 - Tu tác dụng Tâm Bảo trên thân,B184,A,B,3,,,,,,Y06,E06,,,,,,,,,,,,,,,,40,ŚCA (SHCA),Bảo Loa,"Ư Nhất Thiết Chúng Sinh Giới, <br>
Pháp Lôi Biến Hấu",nghĩa là rống lên lời pháp như sấm sét khắp mọi cõi chúng sinh.,,𑖫𑖿𑖓,,Conch Shell,,Tu tác dụng Tâm Bảo trên thân,"Biến tâm thức Vị Ngã thành tâm thức Vị Tha.  Biến phiền não, u tối thành sự sáng suốt, trí huệ. Hình tướng của Bảo Loa là thông, có đầu vô và có đầu ra, do đó khi tu Bảo Loa ta sẽ không còn tích chứa những tư tưởng đen tối như trả đũa, trả thù (vì tức giận, thù hằn), những cảm xúc buồn khổ, lo lắng, sợ hãi nữa.  Giúp ta trở thành sức mạnh để chuyển hóa những người đầy đau khổ, phiền muộn, tối tăm, khiến họ thức tỉnh tánh tốt sẵn có, phát huy thiện căn và chuyển hóa những bóng tối trong nội tâm họ.","Trì chú thành tiếng.  Quán Chủng Tử Tự ŚCA ở tâm oa thu hút tất cả bóng tối bên dưới vào trong thân, chuyển hóa bóng tối trong thân theo hình xoán trôn, và phát ra ánh sáng quang minh từ bách hội.",,"Chu Lu Chu Lu <br>
Om, Shang Chê Li, <br>
Mô Hô San Man Den, <br>
Sô Pô Hô (108x)","Jyu Lu Jyu Lu (5x) <br>
Om, Shang Jye Li <br>
Mo He San Man Yen <br>
So Po He (108x)",,"Om, Tistha Vajra (3x)",,,,,Holding the Conch Shell,,,"Om, Tistha Vajra (3x)",,,https://drive.google.com/file/d/1qSlK8RtuCvv5ZkKo13I_QDpr2WqbKNFT/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1qSlK8RtuCvv5ZkKo13I_QDpr2WqbKNFT,https://drive.google.com/file/d/1yO0-bHg9EGP7Eo5jpnXLy6vec4-HK7Wj/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1yO0-bHg9EGP7Eo5jpnXLy6vec4-HK7Wj,,,
42.40,42,40,0,0,2,42.40.00.00,        42.40 - Thiền tác dụng Thần Bảo trên thân,B185,A,B,4,,,,,,Y07,E07,,,,,,,,,,,,,,,,40,ŚCA (SHCA),Bảo Loa,"Ư Nhất Thiết Chúng Sinh Giới, <br>
Pháp Lôi Biến Hấu",nghĩa là rống lên lời pháp như sấm sét khắp mọi cõi chúng sinh.,,𑖫𑖿𑖓,,Conch Shell,,Thiền tác dụng Thần Bảo trên thân,"Biến tâm thức Vị Ngã thành tâm thức Vị Tha.  Biến phiền não, u tối thành sự sáng suốt, trí huệ. Hình tướng của Bảo Loa là thông, có đầu vô và có đầu ra, do đó khi tu Bảo Loa ta sẽ không còn tích chứa những tư tưởng đen tối như trả đũa, trả thù (vì tức giận, thù hằn), những cảm xúc buồn khổ, lo lắng, sợ hãi nữa.  Giúp ta trở thành sức mạnh để chuyển hóa những người đầy đau khổ, phiền muộn, tối tăm, khiến họ thức tỉnh tánh tốt sẵn có, phát huy thiện căn và chuyển hóa những bóng tối trong nội tâm họ.",Thầm trì chú trong tâm.  Quán tưởng quá trình chuyển hóa của Pháp.,,"Chu Lu Chu Lu <br>
Om, Shang Chê Li, <br>
Mô Hô San Man Den, <br>
Sô Pô Hô (108x)","Jyu Lu Jyu Lu (5x) <br>
Om, Shang Jye Li <br>
Mo He San Man Yen <br>
So Po He (108x)",,"Om, Tistha Vajra (3x)",,,,,Holding the Conch Shell,,,"Om, Tistha Vajra (3x)",,,https://drive.google.com/file/d/1qSlK8RtuCvv5ZkKo13I_QDpr2WqbKNFT/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1qSlK8RtuCvv5ZkKo13I_QDpr2WqbKNFT,https://drive.google.com/file/d/1yO0-bHg9EGP7Eo5jpnXLy6vec4-HK7Wj/view?usp=drive_link,https://drive.google.com/uc?export=download&id=1yO0-bHg9EGP7Eo5jpnXLy6vec4-HK7Wj,,,
